xi;vi;v2i;vi-v2i;E;hi;c1;c2
0.38375;1.31134;1.31134;3.77476e-15;4.02641e-15;0.000625;38;34
0.384375;1.31343;1.31343;3.77476e-15;4.02641e-15;0.000625;38;34
0.385;1.31553;1.31553;3.77476e-15;4.02641e-15;0.000625;38;34
0.385625;1.31765;1.31765;4.21885e-15;4.5001e-15;0.000625;38;34
0.38625;1.31978;1.31978;4.21885e-15;4.5001e-15;0.000625;38;34
0.386875;1.32193;1.32193;4.21885e-15;4.5001e-15;0.000625;38;34
0.3875;1.32409;1.32409;4.21885e-15;4.5001e-15;0.000625;38;34
0.388125;1.32626;1.32626;4.44089e-15;4.73695e-15;0.000625;38;34
0.38875;1.32845;1.32845;4.21885e-15;4.5001e-15;0.000625;38;34
0.389375;1.33066;1.33066;4.44089e-15;4.73695e-15;0.000625;38;34
0.39;1.33288;1.33288;4.44089e-15;4.73695e-15;0.000625;38;34
0.390625;1.33511;1.33511;4.44089e-15;4.73695e-15;0.000625;38;34
0.39125;1.33736;1.33736;4.66294e-15;4.9738e-15;0.000625;38;34
0.391875;1.33962;1.33962;4.66294e-15;4.9738e-15;0.000625;38;34
0.3925;1.3419;1.3419;4.66294e-15;4.9738e-15;0.000625;38;34
0.393125;1.3442;1.3442;4.88498e-15;5.21065e-15;0.000625;38;34
0.39375;1.34651;1.34651;4.88498e-15;5.21065e-15;0.000625;38;34
0.394375;1.34883;1.34883;5.10703e-15;5.44749e-15;0.000625;38;34
0.395;1.35118;1.35118;4.88498e-15;5.21065e-15;0.000625;38;34
0.395625;1.35353;1.35353;5.32907e-15;5.68434e-15;0.000625;38;34
0.39625;1.35591;1.35591;5.10703e-15;5.44749e-15;0.000625;38;34
0.396875;1.3583;1.3583;5.10703e-15;5.44749e-15;0.000625;38;34
0.3975;1.3607;1.3607;5.10703e-15;5.44749e-15;0.000625;38;34
0.398125;1.36312;1.36312;5.55112e-15;5.92119e-15;0.000625;38;34
0.39875;1.36556;1.36556;5.55112e-15;5.92119e-15;0.000625;38;34
