xi;vi1;vi2
0.989;0.73046;0.640377
0.99;0.731101;0.640404
0.991;0.731741;0.640432
0.992;0.732382;0.640459
0.993;0.733022;0.640488
0.994;0.733663;0.640517
0.995;0.734303;0.640546
0.996;0.734944;0.640576
0.997;0.735584;0.640606
0.998;0.736225;0.640637
0.999;0.736866;0.640668
1;0.737506;0.640699
1.001;0.738147;0.640731
1.002;0.738788;0.640764
1.003;0.739429;0.640796
1.004;0.740069;0.64083
1.005;0.74071;0.640863
1.006;0.741351;0.640898
1.007;0.741992;0.640932
1.008;0.742633;0.640967
1.009;0.743274;0.641003
1.01;0.743915;0.641039
1.011;0.744556;0.641075
1.012;0.745197;0.641112
1.013;0.745838;0.641149
1.014;0.746479;0.641187
1.015;0.747121;0.641225
1.016;0.747762;0.641263
1.017;0.748403;0.641302
1.018;0.749044;0.641342
1.019;0.749686;0.641381
1.02;0.750327;0.641422
1.021;0.750969;0.641462
1.022;0.75161;0.641503
1.023;0.752252;0.641545
1.024;0.752893;0.641587
1.025;0.753535;0.641629
1.026;0.754176;0.641672
1.027;0.754818;0.641715
1.028;0.75546;0.641759
1.029;0.756102;0.641803
1.03;0.756744;0.641848
1.031;0.757385;0.641893
1.032;0.758027;0.641938
1.033;0.758669;0.641984
1.034;0.759311;0.64203
1.035;0.759953;0.642076
1.036;0.760595;0.642123
1.037;0.761238;0.642171
1.038;0.76188;0.642219
1.039;0.762522;0.642267
1.04;0.763164;0.642316
1.041;0.763807;0.642365
1.042;0.764449;0.642414
1.043;0.765091;0.642464
1.044;0.765734;0.642515
1.045;0.766377;0.642565
1.046;0.767019;0.642616
1.047;0.767662;0.642668
1.048;0.768304;0.64272
1.049;0.768947;0.642772
1.05;0.76959;0.642825
1.051;0.770233;0.642879
1.052;0.770876;0.642932
1.053;0.771519;0.642986
1.054;0.772162;0.643041
1.055;0.772805;0.643095
1.056;0.773448;0.643151
1.057;0.774091;0.643206
1.058;0.774734;0.643262
1.059;0.775378;0.643319
1.06;0.776021;0.643376
1.061;0.776664;0.643433
1.062;0.777308;0.643491
1.063;0.777951;0.643549
1.064;0.778595;0.643607
1.065;0.779239;0.643666
1.066;0.779882;0.643725
1.067;0.780526;0.643785
1.068;0.78117;0.643845
1.069;0.781814;0.643906
1.07;0.782458;0.643966
1.071;0.783102;0.644028
1.072;0.783746;0.644089
1.073;0.78439;0.644151
1.074;0.785034;0.644214
1.075;0.785678;0.644277
1.076;0.786323;0.64434
1.077;0.786967;0.644404
1.078;0.787611;0.644468
1.079;0.788256;0.644532
1.08;0.7889;0.644597
1.081;0.789545;0.644662
1.082;0.79019;0.644727
1.083;0.790834;0.644793
1.084;0.791479;0.64486
1.085;0.792124;0.644926
1.086;0.792769;0.644994
1.087;0.793414;0.645061
1.088;0.794059;0.645129
1.089;0.794704;0.645197
1.09;0.79535;0.645266
1.091;0.795995;0.645335
1.092;0.79664;0.645404
1.093;0.797286;0.645474
1.094;0.797931;0.645544
1.095;0.798577;0.645615
1.096;0.799223;0.645686
1.097;0.799868;0.645757
1.098;0.800514;0.645829
1.099;0.80116;0.645901
1.1;0.801806;0.645973
1.101;0.802452;0.646046
1.102;0.803098;0.646119
1.103;0.803744;0.646193
1.104;0.80439;0.646267
1.105;0.805037;0.646341
1.106;0.805683;0.646416
1.107;0.806329;0.646491
1.108;0.806976;0.646566
1.109;0.807623;0.646642
1.11;0.808269;0.646718
1.111;0.808916;0.646795
1.112;0.809563;0.646872
1.113;0.81021;0.646949
1.114;0.810857;0.647027
1.115;0.811504;0.647105
1.116;0.812151;0.647183
1.117;0.812798;0.647262
1.118;0.813446;0.647341
1.119;0.814093;0.647421
1.12;0.81474;0.647501
1.121;0.815388;0.647581
1.122;0.816036;0.647661
1.123;0.816683;0.647742
1.124;0.817331;0.647824
1.125;0.817979;0.647905
1.126;0.818627;0.647987
1.127;0.819275;0.64807
1.128;0.819923;0.648153
1.129;0.820571;0.648236
1.13;0.821219;0.648319
1.131;0.821868;0.648403
1.132;0.822516;0.648487
1.133;0.823165;0.648572
1.134;0.823813;0.648657
1.135;0.824462;0.648742
1.136;0.825111;0.648828
1.137;0.82576;0.648914
1.138;0.826409;0.649
1.139;0.827058;0.649087
1.14;0.827707;0.649174
1.141;0.828356;0.649261
1.142;0.829005;0.649349
1.143;0.829655;0.649437
1.144;0.830304;0.649525
1.145;0.830954;0.649614
1.146;0.831603;0.649703
1.147;0.832253;0.649793
1.148;0.832903;0.649882
1.149;0.833553;0.649973
1.15;0.834203;0.650063
1.151;0.834853;0.650154
1.152;0.835503;0.650245
1.153;0.836154;0.650337
1.154;0.836804;0.650429
1.155;0.837454;0.650521
1.156;0.838105;0.650614
1.157;0.838756;0.650706
1.158;0.839406;0.6508
1.159;0.840057;0.650893
1.16;0.840708;0.650987
1.161;0.841359;0.651082
1.162;0.84201;0.651176
1.163;0.842662;0.651271
1.164;0.843313;0.651367
1.165;0.843964;0.651462
1.166;0.844616;0.651558
1.167;0.845267;0.651655
1.168;0.845919;0.651751
1.169;0.846571;0.651848
1.17;0.847223;0.651946
1.171;0.847875;0.652043
1.172;0.848527;0.652141
1.173;0.849179;0.65224
1.174;0.849831;0.652338
1.175;0.850484;0.652437
1.176;0.851136;0.652537
1.177;0.851789;0.652636
1.178;0.852442;0.652736
1.179;0.853094;0.652836
1.18;0.853747;0.652937
1.181;0.8544;0.653038
1.182;0.855053;0.653139
1.183;0.855707;0.653241
1.184;0.85636;0.653343
1.185;0.857013;0.653445
1.186;0.857667;0.653548
1.187;0.85832;0.653651
1.188;0.858974;0.653754
1.189;0.859628;0.653858
1.19;0.860282;0.653962
1.191;0.860936;0.654066
1.192;0.86159;0.65417
1.193;0.862244;0.654275
1.194;0.862898;0.65438
1.195;0.863553;0.654486
1.196;0.864207;0.654592
1.197;0.864862;0.654698
1.198;0.865517;0.654804
1.199;0.866172;0.654911
1.2;0.866827;0.655018
1.201;0.867482;0.655126
1.202;0.868137;0.655233
1.203;0.868792;0.655341
1.204;0.869448;0.65545
1.205;0.870103;0.655558
1.206;0.870759;0.655667
1.207;0.871414;0.655777
1.208;0.87207;0.655886
1.209;0.872726;0.655996
1.21;0.873382;0.656107
1.211;0.874038;0.656217
1.212;0.874695;0.656328
1.213;0.875351;0.656439
1.214;0.876007;0.656551
1.215;0.876664;0.656662
1.216;0.877321;0.656775
1.217;0.877978;0.656887
1.218;0.878635;0.657
1.219;0.879292;0.657113
1.22;0.879949;0.657226
1.221;0.880606;0.65734
1.222;0.881264;0.657454
1.223;0.881921;0.657568
1.224;0.882579;0.657682
1.225;0.883236;0.657797
1.226;0.883894;0.657912
1.227;0.884552;0.658028
1.228;0.88521;0.658144
1.229;0.885868;0.65826
1.23;0.886527;0.658376
1.231;0.887185;0.658493
1.232;0.887844;0.65861
1.233;0.888502;0.658727
1.234;0.889161;0.658844
1.235;0.88982;0.658962
1.236;0.890479;0.65908
1.237;0.891138;0.659199
1.238;0.891798;0.659318
1.239;0.892457;0.659437
1.24;0.893116;0.659556
1.241;0.893776;0.659676
1.242;0.894436;0.659795
1.243;0.895096;0.659916
1.244;0.895756;0.660036
1.245;0.896416;0.660157
1.246;0.897076;0.660278
1.247;0.897736;0.660399
1.248;0.898397;0.660521
1.249;0.899057;0.660643
1.25;0.899718;0.660765
1.251;0.900379;0.660888
1.252;0.90104;0.661011
1.253;0.901701;0.661134
1.254;0.902362;0.661257
1.255;0.903023;0.661381
1.256;0.903685;0.661505
1.257;0.904346;0.661629
1.258;0.905008;0.661754
1.259;0.90567;0.661878
1.26;0.906332;0.662003
1.261;0.906994;0.662129
1.262;0.907656;0.662255
1.263;0.908318;0.66238
1.264;0.908981;0.662507
1.265;0.909643;0.662633
1.266;0.910306;0.66276
1.267;0.910969;0.662887
1.268;0.911632;0.663014
1.269;0.912295;0.663142
1.27;0.912958;0.66327
1.271;0.913622;0.663398
1.272;0.914285;0.663527
1.273;0.914949;0.663655
1.274;0.915612;0.663784
1.275;0.916276;0.663914
1.276;0.91694;0.664043
1.277;0.917604;0.664173
1.278;0.918268;0.664303
1.279;0.918933;0.664434
1.28;0.919597;0.664564
1.281;0.920262;0.664695
1.282;0.920927;0.664826
1.283;0.921592;0.664958
1.284;0.922257;0.66509
1.285;0.922922;0.665222
1.286;0.923587;0.665354
1.287;0.924253;0.665486
1.288;0.924918;0.665619
1.289;0.925584;0.665752
1.29;0.92625;0.665886
1.291;0.926916;0.666019
1.292;0.927582;0.666153
1.293;0.928248;0.666287
1.294;0.928914;0.666422
1.295;0.929581;0.666556
1.296;0.930247;0.666691
1.297;0.930914;0.666827
1.298;0.931581;0.666962
1.299;0.932248;0.667098
1.3;0.932915;0.667234
1.301;0.933582;0.66737
1.302;0.93425;0.667507
1.303;0.934917;0.667643
1.304;0.935585;0.66778
1.305;0.936253;0.667918
1.306;0.936921;0.668055
1.307;0.937589;0.668193
1.308;0.938257;0.668331
1.309;0.938926;0.668469
1.31;0.939594;0.668608
1.311;0.940263;0.668747
1.312;0.940932;0.668886
1.313;0.941601;0.669025
1.314;0.94227;0.669165
1.315;0.942939;0.669305
1.316;0.943608;0.669445
1.317;0.944278;0.669585
1.318;0.944948;0.669726
1.319;0.945617;0.669867
1.32;0.946287;0.670008
1.321;0.946957;0.670149
1.322;0.947628;0.670291
1.323;0.948298;0.670433
1.324;0.948969;0.670575
1.325;0.949639;0.670717
1.326;0.95031;0.67086
1.327;0.950981;0.671003
1.328;0.951652;0.671146
1.329;0.952323;0.671289
1.33;0.952995;0.671433
1.331;0.953666;0.671577
1.332;0.954338;0.671721
1.333;0.95501;0.671865
1.334;0.955681;0.67201
1.335;0.956354;0.672154
1.336;0.957026;0.672299
1.337;0.957698;0.672445
1.338;0.958371;0.67259
1.339;0.959043;0.672736
1.34;0.959716;0.672882
1.341;0.960389;0.673028
1.342;0.961062;0.673175
1.343;0.961735;0.673322
1.344;0.962409;0.673469
1.345;0.963082;0.673616
1.346;0.963756;0.673763
1.347;0.96443;0.673911
1.348;0.965104;0.674059
1.349;0.965778;0.674207
1.35;0.966452;0.674355
1.351;0.967127;0.674504
1.352;0.967801;0.674653
1.353;0.968476;0.674802
1.354;0.969151;0.674951
1.355;0.969826;0.675101
1.356;0.970501;0.675251
1.357;0.971176;0.675401
1.358;0.971852;0.675551
1.359;0.972528;0.675702
1.36;0.973203;0.675852
1.361;0.973879;0.676003
1.362;0.974555;0.676154
1.363;0.975232;0.676306
1.364;0.975908;0.676457
1.365;0.976584;0.676609
1.366;0.977261;0.676761
1.367;0.977938;0.676914
1.368;0.978615;0.677066
1.369;0.979292;0.677219
1.37;0.979969;0.677372
1.371;0.980647;0.677525
1.372;0.981324;0.677679
1.373;0.982002;0.677832
1.374;0.98268;0.677986
1.375;0.983358;0.67814
1.376;0.984036;0.678295
1.377;0.984715;0.678449
1.378;0.985393;0.678604
1.379;0.986072;0.678759
1.38;0.986751;0.678914
1.381;0.98743;0.67907
1.382;0.988109;0.679225
1.383;0.988788;0.679381
1.384;0.989468;0.679537
1.385;0.990147;0.679694
1.386;0.990827;0.67985
1.387;0.991507;0.680007
1.388;0.992187;0.680164
1.389;0.992867;0.680321
1.39;0.993548;0.680478
1.391;0.994228;0.680636
1.392;0.994909;0.680794
1.393;0.99559;0.680952
1.394;0.996271;0.68111
1.395;0.996952;0.681268
1.396;0.997633;0.681427
1.397;0.998315;0.681586
1.398;0.998997;0.681745
1.399;0.999678;0.681904
1.4;1.00036;0.682064
1.401;1.00104;0.682224
1.402;1.00172;0.682383
1.403;1.00241;0.682544
1.404;1.00309;0.682704
1.405;1.00377;0.682864
1.406;1.00446;0.683025
1.407;1.00514;0.683186
1.408;1.00582;0.683347
1.409;1.00651;0.683509
1.41;1.00719;0.68367
1.411;1.00787;0.683832
1.412;1.00856;0.683994
1.413;1.00924;0.684156
1.414;1.00993;0.684319
1.415;1.01061;0.684481
1.416;1.01129;0.684644
1.417;1.01198;0.684807
1.418;1.01266;0.68497
1.419;1.01335;0.685133
1.42;1.01403;0.685297
1.421;1.01472;0.685461
1.422;1.0154;0.685625
1.423;1.01609;0.685789
1.424;1.01678;0.685953
1.425;1.01746;0.686118
1.426;1.01815;0.686283
1.427;1.01884;0.686448
1.428;1.01952;0.686613
1.429;1.02021;0.686778
1.43;1.0209;0.686944
1.431;1.02158;0.687109
1.432;1.02227;0.687275
1.433;1.02296;0.687441
1.434;1.02364;0.687608
1.435;1.02433;0.687774
1.436;1.02502;0.687941
1.437;1.02571;0.688108
1.438;1.0264;0.688275
1.439;1.02708;0.688442
1.44;1.02777;0.688609
1.441;1.02846;0.688777
1.442;1.02915;0.688945
1.443;1.02984;0.689113
1.444;1.03053;0.689281
1.445;1.03122;0.689449
1.446;1.03191;0.689618
1.447;1.0326;0.689787
1.448;1.03329;0.689956
1.449;1.03398;0.690125
1.45;1.03467;0.690294
1.451;1.03536;0.690464
1.452;1.03605;0.690633
1.453;1.03674;0.690803
1.454;1.03743;0.690973
1.455;1.03812;0.691143
1.456;1.03881;0.691314
1.457;1.0395;0.691484
1.458;1.0402;0.691655
1.459;1.04089;0.691826
1.46;1.04158;0.691997
1.461;1.04227;0.692169
1.462;1.04296;0.69234
1.463;1.04366;0.692512
1.464;1.04435;0.692683
1.465;1.04504;0.692855
1.466;1.04573;0.693028
1.467;1.04643;0.6932
1.468;1.04712;0.693373
1.469;1.04781;0.693545
1.47;1.04851;0.693718
1.471;1.0492;0.693891
1.472;1.0499;0.694064
1.473;1.05059;0.694238
1.474;1.05128;0.694411
1.475;1.05198;0.694585
1.476;1.05267;0.694759
1.477;1.05337;0.694933
1.478;1.05406;0.695107
1.479;1.05476;0.695282
1.48;1.05545;0.695456
1.481;1.05615;0.695631
1.482;1.05684;0.695806
1.483;1.05754;0.695981
1.484;1.05824;0.696156
1.485;1.05893;0.696332
1.486;1.05963;0.696507
1.487;1.06033;0.696683
1.488;1.06102;0.696859
1.489;1.06172;0.697035
1.49;1.06242;0.697211
1.491;1.06311;0.697388
1.492;1.06381;0.697564
1.493;1.06451;0.697741
1.494;1.06521;0.697918
1.495;1.0659;0.698095
1.496;1.0666;0.698272
1.497;1.0673;0.69845
1.498;1.068;0.698627
1.499;1.0687;0.698805
1.5;1.0694;0.698983
1.501;1.0701;0.699161
1.502;1.0708;0.699339
1.503;1.0715;0.699517
1.504;1.07219;0.699696
1.505;1.07289;0.699874
1.506;1.07359;0.700053
1.507;1.07429;0.700232
1.508;1.075;0.700411
1.509;1.0757;0.70059
1.51;1.0764;0.70077
1.511;1.0771;0.700949
1.512;1.0778;0.701129
1.513;1.0785;0.701309
1.514;1.0792;0.701489
1.515;1.0799;0.701669
1.516;1.0806;0.701849
1.517;1.08131;0.70203
1.518;1.08201;0.70221
1.519;1.08271;0.702391
1.52;1.08341;0.702572
1.521;1.08412;0.702753
1.522;1.08482;0.702934
1.523;1.08552;0.703116
1.524;1.08622;0.703297
1.525;1.08693;0.703479
1.526;1.08763;0.703661
1.527;1.08834;0.703843
1.528;1.08904;0.704025
1.529;1.08974;0.704207
1.53;1.09045;0.704389
1.531;1.09115;0.704572
1.532;1.09186;0.704754
1.533;1.09256;0.704937
1.534;1.09327;0.70512
1.535;1.09397;0.705303
1.536;1.09468;0.705487
1.537;1.09538;0.70567
1.538;1.09609;0.705853
1.539;1.09679;0.706037
1.54;1.0975;0.706221
1.541;1.09821;0.706405
1.542;1.09891;0.706589
1.543;1.09962;0.706773
1.544;1.10033;0.706957
1.545;1.10103;0.707142
1.546;1.10174;0.707326
1.547;1.10245;0.707511
1.548;1.10316;0.707696
1.549;1.10386;0.707881
1.55;1.10457;0.708066
1.551;1.10528;0.708251
1.552;1.10599;0.708437
1.553;1.1067;0.708622
1.554;1.10741;0.708808
1.555;1.10811;0.708994
1.556;1.10882;0.70918
1.557;1.10953;0.709366
1.558;1.11024;0.709552
1.559;1.11095;0.709738
1.56;1.11166;0.709925
1.561;1.11237;0.710111
1.562;1.11308;0.710298
1.563;1.11379;0.710485
1.564;1.1145;0.710672
1.565;1.11521;0.710859
1.566;1.11593;0.711046
1.567;1.11664;0.711233
1.568;1.11735;0.711421
1.569;1.11806;0.711609
1.57;1.11877;0.711796
1.571;1.11948;0.711984
1.572;1.12019;0.712172
1.573;1.12091;0.71236
1.574;1.12162;0.712548
1.575;1.12233;0.712737
1.576;1.12304;0.712925
1.577;1.12376;0.713114
1.578;1.12447;0.713302
1.579;1.12518;0.713491
1.58;1.1259;0.71368
1.581;1.12661;0.713869
1.582;1.12733;0.714058
1.583;1.12804;0.714247
1.584;1.12875;0.714437
1.585;1.12947;0.714626
1.586;1.13018;0.714816
1.587;1.1309;0.715006
1.588;1.13161;0.715196
1.589;1.13233;0.715385
1.59;1.13304;0.715576
1.591;1.13376;0.715766
1.592;1.13448;0.715956
1.593;1.13519;0.716146
1.594;1.13591;0.716337
1.595;1.13662;0.716528
1.596;1.13734;0.716718
1.597;1.13806;0.716909
1.598;1.13878;0.7171
1.599;1.13949;0.717291
1.6;1.14021;0.717482
1.601;1.14093;0.717674
1.602;1.14165;0.717865
1.603;1.14236;0.718057
1.604;1.14308;0.718248
1.605;1.1438;0.71844
1.606;1.14452;0.718632
1.607;1.14524;0.718824
1.608;1.14596;0.719016
1.609;1.14667;0.719208
1.61;1.14739;0.7194
1.611;1.14811;0.719592
1.612;1.14883;0.719785
1.613;1.14955;0.719977
1.614;1.15027;0.72017
1.615;1.15099;0.720363
1.616;1.15171;0.720556
1.617;1.15243;0.720749
1.618;1.15316;0.720942
1.619;1.15388;0.721135
1.62;1.1546;0.721328
1.621;1.15532;0.721522
1.622;1.15604;0.721715
1.623;1.15676;0.721909
1.624;1.15748;0.722102
1.625;1.15821;0.722296
1.626;1.15893;0.72249
1.627;1.15965;0.722684
1.628;1.16037;0.722878
1.629;1.1611;0.723072
1.63;1.16182;0.723266
1.631;1.16254;0.72346
1.632;1.16327;0.723655
1.633;1.16399;0.723849
1.634;1.16472;0.724044
1.635;1.16544;0.724239
1.636;1.16616;0.724433
1.637;1.16689;0.724628
1.638;1.16761;0.724823
1.639;1.16834;0.725018
1.64;1.16906;0.725213
1.641;1.16979;0.725408
1.642;1.17051;0.725604
1.643;1.17124;0.725799
1.644;1.17197;0.725995
1.645;1.17269;0.72619
1.646;1.17342;0.726386
1.647;1.17414;0.726582
1.648;1.17487;0.726777
1.649;1.1756;0.726973
1.65;1.17632;0.727169
1.651;1.17705;0.727365
1.652;1.17778;0.727562
1.653;1.17851;0.727758
1.654;1.17924;0.727954
1.655;1.17996;0.728151
1.656;1.18069;0.728347
1.657;1.18142;0.728544
1.658;1.18215;0.72874
1.659;1.18288;0.728937
1.66;1.18361;0.729134
1.661;1.18434;0.729331
1.662;1.18507;0.729528
1.663;1.18579;0.729725
1.664;1.18652;0.729922
1.665;1.18725;0.730119
1.666;1.18798;0.730316
1.667;1.18872;0.730513
1.668;1.18945;0.730711
1.669;1.19018;0.730908
1.67;1.19091;0.731106
1.671;1.19164;0.731304
1.672;1.19237;0.731501
1.673;1.1931;0.731699
1.674;1.19383;0.731897
1.675;1.19457;0.732095
1.676;1.1953;0.732293
1.677;1.19603;0.732491
1.678;1.19676;0.732689
1.679;1.1975;0.732887
1.68;1.19823;0.733086
1.681;1.19896;0.733284
1.682;1.1997;0.733482
1.683;1.20043;0.733681
1.684;1.20116;0.733879
1.685;1.2019;0.734078
1.686;1.20263;0.734277
1.687;1.20337;0.734475
1.688;1.2041;0.734674
1.689;1.20483;0.734873
1.69;1.20557;0.735072
1.691;1.2063;0.735271
1.692;1.20704;0.73547
1.693;1.20778;0.735669
1.694;1.20851;0.735868
1.695;1.20925;0.736068
1.696;1.20998;0.736267
1.697;1.21072;0.736466
1.698;1.21146;0.736666
1.699;1.21219;0.736865
1.7;1.21293;0.737065
1.701;1.21367;0.737264
1.702;1.2144;0.737464
1.703;1.21514;0.737664
1.704;1.21588;0.737864
1.705;1.21662;0.738063
1.706;1.21736;0.738263
1.707;1.21809;0.738463
1.708;1.21883;0.738663
1.709;1.21957;0.738863
1.71;1.22031;0.739063
1.711;1.22105;0.739264
1.712;1.22179;0.739464
1.713;1.22253;0.739664
1.714;1.22327;0.739864
1.715;1.22401;0.740065
1.716;1.22475;0.740265
1.717;1.22549;0.740466
1.718;1.22623;0.740666
1.719;1.22697;0.740867
1.72;1.22771;0.741067
1.721;1.22845;0.741268
1.722;1.22919;0.741469
1.723;1.22994;0.74167
1.724;1.23068;0.74187
1.725;1.23142;0.742071
1.726;1.23216;0.742272
1.727;1.2329;0.742473
1.728;1.23365;0.742674
1.729;1.23439;0.742875
1.73;1.23513;0.743076
1.731;1.23588;0.743278
1.732;1.23662;0.743479
1.733;1.23736;0.74368
1.734;1.23811;0.743881
1.735;1.23885;0.744082
1.736;1.23959;0.744284
1.737;1.24034;0.744485
1.738;1.24108;0.744687
1.739;1.24183;0.744888
1.74;1.24257;0.74509
1.741;1.24332;0.745291
1.742;1.24406;0.745493
1.743;1.24481;0.745694
1.744;1.24555;0.745896
1.745;1.2463;0.746098
1.746;1.24705;0.746299
1.747;1.24779;0.746501
1.748;1.24854;0.746703
1.749;1.24929;0.746905
1.75;1.25003;0.747107
1.751;1.25078;0.747309
1.752;1.25153;0.747511
1.753;1.25228;0.747713
1.754;1.25302;0.747915
1.755;1.25377;0.748117
1.756;1.25452;0.748319
1.757;1.25527;0.748521
1.758;1.25602;0.748723
1.759;1.25677;0.748925
1.76;1.25752;0.749127
1.761;1.25826;0.749329
1.762;1.25901;0.749532
1.763;1.25976;0.749734
1.764;1.26051;0.749936
1.765;1.26126;0.750139
1.766;1.26201;0.750341
1.767;1.26276;0.750543
1.768;1.26351;0.750746
1.769;1.26427;0.750948
1.77;1.26502;0.751151
1.771;1.26577;0.751353
1.772;1.26652;0.751556
1.773;1.26727;0.751758
1.774;1.26802;0.751961
1.775;1.26877;0.752163
1.776;1.26953;0.752366
1.777;1.27028;0.752568
1.778;1.27103;0.752771
1.779;1.27179;0.752974
1.78;1.27254;0.753176
1.781;1.27329;0.753379
1.782;1.27404;0.753582
1.783;1.2748;0.753784
1.784;1.27555;0.753987
1.785;1.27631;0.75419
1.786;1.27706;0.754393
1.787;1.27782;0.754595
1.788;1.27857;0.754798
1.789;1.27932;0.755001
1.79;1.28008;0.755204
1.791;1.28084;0.755407
1.792;1.28159;0.75561
1.793;1.28235;0.755812
1.794;1.2831;0.756015
1.795;1.28386;0.756218
1.796;1.28461;0.756421
1.797;1.28537;0.756624
1.798;1.28613;0.756827
1.799;1.28689;0.75703
1.8;1.28764;0.757233
1.801;1.2884;0.757436
1.802;1.28916;0.757639
1.803;1.28991;0.757842
1.804;1.29067;0.758045
1.805;1.29143;0.758248
1.806;1.29219;0.758451
1.807;1.29295;0.758654
1.808;1.29371;0.758857
1.809;1.29447;0.75906
1.81;1.29522;0.759263
1.811;1.29598;0.759466
1.812;1.29674;0.759669
1.813;1.2975;0.759872
1.814;1.29826;0.760075
1.815;1.29902;0.760278
1.816;1.29978;0.760481
1.817;1.30054;0.760684
1.818;1.30131;0.760887
1.819;1.30207;0.76109
1.82;1.30283;0.761293
1.821;1.30359;0.761496
1.822;1.30435;0.761699
1.823;1.30511;0.761902
1.824;1.30587;0.762105
1.825;1.30664;0.762308
1.826;1.3074;0.762511
1.827;1.30816;0.762714
1.828;1.30892;0.762917
1.829;1.30969;0.76312
1.83;1.31045;0.763323
1.831;1.31121;0.763526
1.832;1.31198;0.763729
1.833;1.31274;0.763932
1.834;1.31351;0.764135
1.835;1.31427;0.764338
1.836;1.31503;0.764541
1.837;1.3158;0.764743
1.838;1.31656;0.764946
1.839;1.31733;0.765149
1.84;1.31809;0.765352
1.841;1.31886;0.765555
1.842;1.31962;0.765758
1.843;1.32039;0.765961
1.844;1.32116;0.766164
1.845;1.32192;0.766366
1.846;1.32269;0.766569
1.847;1.32346;0.766772
1.848;1.32422;0.766975
1.849;1.32499;0.767178
1.85;1.32576;0.76738
1.851;1.32653;0.767583
1.852;1.32729;0.767786
1.853;1.32806;0.767989
1.854;1.32883;0.768191
1.855;1.3296;0.768394
1.856;1.33037;0.768597
1.857;1.33113;0.768799
1.858;1.3319;0.769002
1.859;1.33267;0.769204
1.86;1.33344;0.769407
1.861;1.33421;0.76961
1.862;1.33498;0.769812
1.863;1.33575;0.770015
1.864;1.33652;0.770217
1.865;1.33729;0.770419
1.866;1.33806;0.770622
1.867;1.33883;0.770824
1.868;1.3396;0.771027
1.869;1.34037;0.771229
1.87;1.34115;0.771431
1.871;1.34192;0.771634
1.872;1.34269;0.771836
1.873;1.34346;0.772038
1.874;1.34423;0.77224
1.875;1.34501;0.772443
1.876;1.34578;0.772645
1.877;1.34655;0.772847
1.878;1.34732;0.773049
1.879;1.3481;0.773251
1.88;1.34887;0.773453
1.881;1.34964;0.773655
1.882;1.35042;0.773857
1.883;1.35119;0.774059
1.884;1.35197;0.774261
1.885;1.35274;0.774463
1.886;1.35351;0.774665
1.887;1.35429;0.774866
1.888;1.35506;0.775068
1.889;1.35584;0.77527
1.89;1.35661;0.775472
1.891;1.35739;0.775673
1.892;1.35817;0.775875
1.893;1.35894;0.776077
1.894;1.35972;0.776278
1.895;1.36049;0.77648
1.896;1.36127;0.776681
1.897;1.36205;0.776882
1.898;1.36282;0.777084
1.899;1.3636;0.777285
1.9;1.36438;0.777487
1.901;1.36516;0.777688
1.902;1.36593;0.777889
1.903;1.36671;0.77809
1.904;1.36749;0.778291
1.905;1.36827;0.778492
1.906;1.36905;0.778693
1.907;1.36983;0.778894
1.908;1.37061;0.779095
1.909;1.37139;0.779296
1.91;1.37216;0.779497
1.911;1.37294;0.779698
1.912;1.37372;0.779899
1.913;1.3745;0.7801
1.914;1.37528;0.7803
1.915;1.37606;0.780501
1.916;1.37685;0.780701
1.917;1.37763;0.780902
